Date,Gold,Silver,Oil
1969-09-25,40.85,1.845,3.35
1969-09-26,40.75,1.831,3.35
1969-09-29,40.65,1.839,3.35
1969-09-30,40.65,1.876,3.35
1969-10-01,40.75,1.863,3.35
1969-10-02,40.77,1.894,3.35
1969-10-03,40.99,1.87,3.35
1969-10-06,40.9,1.825,3.35
1969-10-07,40.77,1.864,3.35
1969-10-08,40.76,1.823,3.35
1969-10-09,40.77,1.844,3.35
1969-10-10,40.75,1.84,3.35
1969-10-13,40.62,1.826,3.35
1969-10-14,40.67,1.825,3.35
1969-10-15,40.73,1.808,3.35
1969-10-16,40.65,1.843,3.35
1969-10-17,40.58,1.813,3.35
1969-10-20,40.48,1.854,3.35
1969-10-21,40.35,1.874,3.35
1969-10-22,40.25,1.846,3.35
1969-10-23,39.95,1.863,3.35
1969-10-24,40.05,1.853,3.35
1969-10-27,40.15,1.906,3.35
1969-10-28,40.12,1.885,3.35
1969-10-29,40.05,1.896,3.35
1969-10-30,39.98,1.927,3.35
1969-10-31,39.85,1.947,3.35
1969-11-01,,,3.35
1969-11-03,39.58,1.996,3.35
1969-11-04,39.53,1.968,3.35
1969-11-05,39.5,1.993,3.35
1969-11-06,39.05,1.989,3.35
1969-11-07,38.85,1.964,3.35
1969-11-10,37.9,1.943,3.35
1969-11-11,38.2,1.957,3.35
1969-11-12,38.08,1.961,3.35
1969-11-13,37.8,1.932,3.35
1969-11-14,37.8,1.922,3.35
1969-11-17,37.9,1.921,3.35
1969-11-18,37.77,1.897,3.35
1969-11-19,37.05,1.877,3.35
1969-11-20,36.0,1.902,3.35
1969-11-21,36.1,1.896,3.35
1969-11-24,35.83,1.897,3.35
1969-11-25,35.35,1.868,3.35
1969-11-26,35.58,1.868,3.35
1969-11-27,35.62,1.882,3.35
1969-11-28,35.55,1.887,3.35
1969-12-01,35.52,1.907,3.35
1969-12-02,35.45,1.922,3.35
1969-12-03,35.35,1.908,3.35
1969-12-04,35.33,1.877,3.35
1969-12-05,35.23,1.852,3.35
1969-12-08,35.2,1.862,3.35
1969-12-09,35.0,1.812,3.35
1969-12-10,35.0,1.758,3.35
1969-12-11,35.17,1.767,3.35
1969-12-12,35.33,1.748,3.35
1969-12-15,35.2,1.758,3.35
1969-12-16,35.02,1.758,3.35
1969-12-17,35.1,1.733,3.35
1969-12-18,35.08,1.722,3.35
1969-12-19,35.0,1.738,3.35
1969-12-22,35.04,1.756,3.35
1969-12-23,35.12,1.774,3.35
1969-12-24,35.17,1.799,3.35
1969-12-29,35.23,1.824,3.35
1969-12-30,35.23,1.8,3.35
1969-12-31,35.21,1.791,3.35
1970-01-01,,,3.35
1970-01-02,35.12,1.8,3.35
1970-01-05,35.1,1.831,3.35
1970-01-06,35.12,1.85,3.35
1970-01-07,35.0,1.825,3.35
1970-01-08,34.98,1.838,3.35
1970-01-09,34.85,1.837,3.35
1970-01-12,34.98,1.814,3.35
1970-01-13,34.92,1.829,3.35
1970-01-14,34.89,1.84,3.35
1970-01-15,34.86,1.875,3.35
1970-01-16,34.77,1.856,3.35
1970-01-19,34.77,1.87,3.35
1970-01-20,34.8,1.887,3.35
1970-01-21,34.83,1.866,3.35
1970-01-22,34.92,1.869,3.35
1970-01-23,34.99,1.878,3.35
1970-01-26,34.98,1.896,3.35
1970-01-27,35.0,1.881,3.35
1970-01-28,35.0,1.869,3.35
1970-01-29,35.0,1.921,3.35
1970-01-30,34.98,1.912,3.35
1970-02-01,,,3.35
1970-02-02,34.95,1.894,3.35
1970-02-03,35.0,1.9,3.35
1970-02-04,35.0,1.923,3.35
1970-02-05,34.99,1.902,3.35
1970-02-06,35.0,1.898,3.35
1970-02-09,35.01,1.907,3.35
1970-02-10,35.01,1.908,3.35
1970-02-11,35.02,1.893,3.35
1970-02-12,34.99,1.89,3.35
1970-02-13,34.98,1.897,3.35
1970-02-16,35.0,1.901,3.35
1970-02-17,35.0,1.885,3.35
1970-02-18,34.98,1.866,3.35
1970-02-19,34.98,1.885,3.35
1970-02-20,34.99,1.877,3.35
1970-02-23,35.0,1.882,3.35
1970-02-24,34.98,1.882,3.35
1970-02-25,35.0,1.87,3.35
1970-02-26,35.0,1.875,3.35
1970-02-27,35.0,1.899,3.35
1970-03-01,,,3.35
1970-03-02,35.0,1.891,3.35
1970-03-03,35.01,1.901,3.35
1970-03-04,35.0,1.897,3.35
1970-03-05,35.0,1.928,3.35
1970-03-06,34.95,1.902,3.35
1970-03-09,34.97,1.888,3.35
1970-03-10,34.98,1.885,3.35
1970-03-11,34.99,1.89,3.35
1970-03-12,35.0,1.88,3.35
1970-03-13,35.0,1.87,3.35
1970-03-16,35.05,1.874,3.35
1970-03-17,35.07,1.864,3.35
1970-03-18,35.08,1.857,3.35
1970-03-19,35.3,1.881,3.35
1970-03-20,35.17,1.869,3.35
1970-03-23,35.15,1.864,3.35
1970-03-24,35.17,1.856,3.35
1970-03-25,35.27,1.859,3.35
1970-03-26,35.3,1.875,3.35
1970-03-31,35.3,1.878,3.35
1970-04-01,35.33,1.876,3.35
1970-04-02,35.4,1.89,3.35
1970-04-03,35.35,1.878,3.35
1970-04-06,35.33,1.872,3.35
1970-04-07,35.28,1.859,3.35
1970-04-08,35.36,1.858,3.35
1970-04-09,35.42,1.857,3.35
1970-04-10,35.38,1.844,3.35
1970-04-13,35.43,1.855,3.35
1970-04-14,35.52,1.865,3.35
1970-04-15,35.84,1.855,3.35
1970-04-16,35.75,1.855,3.35
1970-04-17,35.75,1.865,3.35
1970-04-20,35.76,1.865,3.35
1970-04-21,35.84,1.86,3.35
1970-04-22,35.92,1.863,3.35
1970-04-23,35.98,1.855,3.35
1970-04-24,35.81,1.85,3.35
1970-04-27,35.74,1.837,3.35
1970-04-28,35.8,1.804,3.35
1970-04-29,35.88,1.749,3.35
1970-04-30,35.85,1.724,3.35
1970-05-01,35.85,1.734,3.35
1970-05-04,35.9,1.734,3.35
1970-05-05,36.19,1.653,3.35
1970-05-06,36.24,1.729,3.35
1970-05-07,36.23,1.699,3.35
1970-05-08,36.23,1.729,3.35
1970-05-11,36.15,1.749,3.35
1970-05-12,36.0,1.754,3.35
1970-05-13,35.94,1.719,3.35
1970-05-14,35.95,1.679,3.35
1970-05-15,35.95,1.684,3.35
1970-05-18,35.98,1.703,3.35
1970-05-19,35.96,1.69,3.35
1970-05-20,35.96,1.678,3.35
1970-05-21,35.95,1.641,3.35
1970-05-22,35.88,1.623,3.35
1970-05-26,35.85,1.568,3.35
1970-05-27,35.8,1.596,3.35
1970-05-28,35.67,1.627,3.35
1970-05-29,35.5,1.631,3.35
1970-06-01,35.45,1.652,3.35
1970-06-02,35.3,1.609,3.35
1970-06-03,35.2,1.622,3.35
1970-06-04,35.17,1.644,3.35
1970-06-05,35.19,1.644,3.35
1970-06-08,35.25,1.645,3.35
1970-06-09,35.7,1.67,3.35
1970-06-10,35.52,1.685,3.35
1970-06-11,35.59,1.646,3.35
1970-06-12,35.64,1.629,3.35
1970-06-15,35.64,1.63,3.35
1970-06-16,35.48,1.639,3.35
1970-06-17,35.34,1.658,3.35
1970-06-18,35.46,1.633,3.35
1970-06-19,35.37,1.653,3.35
1970-06-22,35.4,1.641,3.35
1970-06-23,35.4,1.65,3.35
1970-06-24,35.45,1.636,3.35
1970-06-25,35.62,1.629,3.35
1970-06-26,35.45,1.627,3.35
1970-06-29,35.48,1.625,3.35
1970-06-30,35.51,1.607,3.35
1970-07-01,35.5,1.624,3.31
1970-07-02,35.48,1.639,3.31
1970-07-03,35.39,1.623,3.31
1970-07-06,35.35,1.624,3.31
1970-07-07,35.33,1.596,3.31
1970-07-08,35.3,1.622,3.31
1970-07-09,35.31,1.622,3.31
1970-07-10,35.31,1.624,3.31
1970-07-13,35.33,1.619,3.31
1970-07-14,35.33,1.638,3.31
1970-07-15,35.31,1.656,3.31
1970-07-16,35.3,1.685,3.31
1970-07-17,35.31,1.658,3.31
1970-07-20,35.33,1.692,3.31
1970-07-21,35.31,1.724,3.31
1970-07-22,35.32,1.739,3.31
1970-07-23,35.3,1.729,3.31
1970-07-24,35.27,1.722,3.31
1970-07-27,35.3,1.734,3.31
1970-07-28,35.31,1.777,3.31
1970-07-29,35.31,1.783,3.31
1970-07-30,35.3,1.768,3.31
1970-07-31,35.29,1.768,3.31
1970-08-01,,,3.31
1970-08-03,35.3,1.783,3.31
1970-08-04,35.31,1.761,3.31
1970-08-05,35.33,1.776,3.31
1970-08-06,35.3,1.748,3.31
1970-08-07,35.3,1.736,3.31
1970-08-10,35.3,1.758,3.31
1970-08-11,35.25,1.727,3.31
1970-08-12,35.25,1.743,3.31
1970-08-13,35.27,1.765,3.31
1970-08-14,35.25,1.757,3.31
1970-08-17,35.25,1.786,3.31
1970-08-18,35.25,1.814,3.31
1970-08-19,35.25,1.839,3.31
1970-08-20,35.27,1.818,3.31
1970-08-21,35.33,1.81,3.31
1970-08-24,35.5,1.841,3.31
1970-08-25,35.59,1.855,3.31
1970-08-26,35.6,1.865,3.31
1970-08-27,35.87,1.843,3.31
1970-08-28,35.77,1.837,3.31
1970-09-01,35.85,1.847,3.31
1970-09-02,36.07,1.839,3.31
1970-09-03,36.35,1.842,3.31
1970-09-04,36.3,1.849,3.31
1970-09-07,36.23,1.846,3.31
1970-09-08,35.95,1.846,3.31
1970-09-09,36.23,1.868,3.31
1970-09-10,36.23,1.852,3.31
1970-09-11,36.3,1.843,3.31
1970-09-14,36.35,1.843,3.31
1970-09-15,36.27,1.813,3.31
1970-09-16,36.08,1.79,3.31
1970-09-17,36.23,1.807,3.31
1970-09-18,36.2,1.779,3.31
1970-09-21,36.23,1.772,3.31
1970-09-22,36.3,1.78,3.31
1970-09-23,36.25,1.78,3.31
1970-09-24,36.15,1.769,3.31
1970-09-25,36.15,1.73,3.31
1970-09-28,36.17,1.758,3.31
1970-09-29,36.2,1.745,3.31
1970-09-30,36.24,1.701,3.31
1970-10-01,36.42,1.72,3.31
1970-10-02,36.27,1.73,3.31
1970-10-05,36.52,1.73,3.31
1970-10-06,36.92,1.706,3.31
1970-10-07,36.83,1.748,3.31
1970-10-08,36.73,1.765,3.31
1970-10-09,36.79,1.745,3.31
1970-10-12,37.25,1.745,3.31
1970-10-13,37.36,1.745,3.31
1970-10-14,37.45,1.718,3.31
1970-10-15,37.63,1.744,3.31
1970-10-16,37.56,1.747,3.31
1970-10-19,37.66,1.738,3.31
1970-10-20,37.87,1.717,3.31
1970-10-21,38.0,1.732,3.31
1970-10-22,37.85,1.728,3.31
1970-10-23,38.2,1.731,3.31
1970-10-26,39.15,1.791,3.31
1970-10-27,39.19,1.799,3.31
1970-10-28,38.7,1.792,3.31
1970-10-29,38.4,1.767,3.31
1970-10-30,37.4,1.783,3.31
1970-11-01,,,3.31
1970-11-02,37.7,1.795,3.31
1970-11-03,37.45,1.781,3.31
1970-11-04,36.8,1.792,3.31
1970-11-05,37.1,1.814,3.31
1970-11-06,37.0,1.789,3.31
1970-11-09,37.23,1.786,3.31
1970-11-10,37.55,1.824,3.31
