Date,Gold,Silver,Oil
1969-10-07,40.77,1.864,
1969-10-08,40.76,1.823,
1969-10-09,40.77,1.844,
1969-10-10,40.75,1.84,
1969-10-13,40.62,1.826,
1969-10-14,40.67,1.825,
1969-10-15,40.73,1.808,
1969-10-16,40.65,1.843,
1969-10-17,40.58,1.813,
1969-10-20,40.48,1.854,
1969-10-21,40.35,1.874,
1969-10-22,40.25,1.846,
1969-10-23,39.95,1.863,
1969-10-24,40.05,1.853,
1969-10-27,40.15,1.906,
1969-10-28,40.12,1.885,
1969-10-29,40.05,1.896,
1969-10-30,39.98,1.927,
1969-10-31,39.85,1.947,
1969-11-01,,,3.35
1969-11-03,39.58,1.996,
1969-11-04,39.53,1.968,
1969-11-05,39.5,1.993,
1969-11-06,39.05,1.989,
1969-11-07,38.85,1.964,
1969-11-10,37.9,1.943,
1969-11-11,38.2,1.957,
1969-11-12,38.08,1.961,
1969-11-13,37.8,1.932,
1969-11-14,37.8,1.922,
1969-11-17,37.9,1.921,
1969-11-18,37.77,1.897,
1969-11-19,37.05,1.877,
1969-11-20,36.0,1.902,
1969-11-21,36.1,1.896,
1969-11-24,35.83,1.897,
1969-11-25,35.35,1.868,
1969-11-26,35.58,1.868,
1969-11-27,35.62,1.882,
1969-11-28,35.55,1.887,
1969-12-01,35.52,1.907,3.35
1969-12-02,35.45,1.922,
1969-12-03,35.35,1.908,
1969-12-04,35.33,1.877,
1969-12-05,35.23,1.852,
1969-12-08,35.2,1.862,
1969-12-09,35.0,1.812,
1969-12-10,35.0,1.758,
1969-12-11,35.17,1.767,
1969-12-12,35.33,1.748,
1969-12-15,35.2,1.758,
1969-12-16,35.02,1.758,
1969-12-17,35.1,1.733,
1969-12-18,35.08,1.722,
1969-12-19,35.0,1.738,
1969-12-22,35.04,1.756,
1969-12-23,35.12,1.774,
1969-12-24,35.17,1.799,
1969-12-29,35.23,1.824,
1969-12-30,35.23,1.8,
1969-12-31,35.21,1.791,
1970-01-01,,,3.35
1970-01-02,35.12,1.8,
1970-01-05,35.1,1.831,
1970-01-06,35.12,1.85,
1970-01-07,35.0,1.825,
1970-01-08,34.98,1.838,
1970-01-09,34.85,1.837,
1970-01-12,34.98,1.814,
1970-01-13,34.92,1.829,
1970-01-14,34.89,1.84,
1970-01-15,34.86,1.875,
1970-01-16,34.77,1.856,
1970-01-19,34.77,1.87,
1970-01-20,34.8,1.887,
1970-01-21,34.83,1.866,
1970-01-22,34.92,1.869,
1970-01-23,34.99,1.878,
1970-01-26,34.98,1.896,
1970-01-27,35.0,1.881,
1970-01-28,35.0,1.869,
1970-01-29,35.0,1.921,
1970-01-30,34.98,1.912,
1970-02-01,,,3.35
1970-02-02,34.95,1.894,
1970-02-03,35.0,1.9,
1970-02-04,35.0,1.923,
1970-02-05,34.99,1.902,
1970-02-06,35.0,1.898,
1970-02-09,35.01,1.907,
1970-02-10,35.01,1.908,
1970-02-11,35.02,1.893,
1970-02-12,34.99,1.89,
1970-02-13,34.98,1.897,
1970-02-16,35.0,1.901,
1970-02-17,35.0,1.885,
1970-02-18,34.98,1.866,
1970-02-19,34.98,1.885,
1970-02-20,34.99,1.877,
1970-02-23,35.0,1.882,
1970-02-24,34.98,1.882,
1970-02-25,35.0,1.87,
1970-02-26,35.0,1.875,
1970-02-27,35.0,1.899,
1970-03-01,,,3.35
1970-03-02,35.0,1.891,
1970-03-03,35.01,1.901,
1970-03-04,35.0,1.897,
1970-03-05,35.0,1.928,
1970-03-06,34.95,1.902,
1970-03-09,34.97,1.888,
1970-03-10,34.98,1.885,
1970-03-11,34.99,1.89,
1970-03-12,35.0,1.88,
1970-03-13,35.0,1.87,
1970-03-16,35.05,1.874,
1970-03-17,35.07,1.864,
1970-03-18,35.08,1.857,
1970-03-19,35.3,1.881,
1970-03-20,35.17,1.869,
1970-03-23,35.15,1.864,
1970-03-24,35.17,1.856,
1970-03-25,35.27,1.859,
1970-03-26,35.3,1.875,
1970-03-31,35.3,1.878,
1970-04-01,35.33,1.876,3.35
1970-04-02,35.4,1.89,
1970-04-03,35.35,1.878,
1970-04-06,35.33,1.872,
1970-04-07,35.28,1.859,
1970-04-08,35.36,1.858,
1970-04-09,35.42,1.857,
1970-04-10,35.38,1.844,
1970-04-13,35.43,1.855,
1970-04-14,35.52,1.865,
1970-04-15,35.84,1.855,
1970-04-16,35.75,1.855,
1970-04-17,35.75,1.865,
1970-04-20,35.76,1.865,
1970-04-21,35.84,1.86,
1970-04-22,35.92,1.863,
1970-04-23,35.98,1.855,
1970-04-24,35.81,1.85,
1970-04-27,35.74,1.837,
1970-04-28,35.8,1.804,
1970-04-29,35.88,1.749,
1970-04-30,35.85,1.724,
1970-05-01,35.85,1.734,3.35
1970-05-04,35.9,1.734,
1970-05-05,36.19,1.653,
1970-05-06,36.24,1.729,
1970-05-07,36.23,1.699,
1970-05-08,36.23,1.729,
1970-05-11,36.15,1.749,
1970-05-12,36.0,1.754,
1970-05-13,35.94,1.719,
1970-05-14,35.95,1.679,
1970-05-15,35.95,1.684,
1970-05-18,35.98,1.703,
1970-05-19,35.96,1.69,
1970-05-20,35.96,1.678,
1970-05-21,35.95,1.641,
1970-05-22,35.88,1.623,
1970-05-26,35.85,1.568,
1970-05-27,35.8,1.596,
1970-05-28,35.67,1.627,
1970-05-29,35.5,1.631,
1970-06-01,35.45,1.652,3.35
1970-06-02,35.3,1.609,
1970-06-03,35.2,1.622,
1970-06-04,35.17,1.644,
1970-06-05,35.19,1.644,
1970-06-08,35.25,1.645,
1970-06-09,35.7,1.67,
1970-06-10,35.52,1.685,
1970-06-11,35.59,1.646,
1970-06-12,35.64,1.629,
1970-06-15,35.64,1.63,
1970-06-16,35.48,1.639,
1970-06-17,35.34,1.658,
1970-06-18,35.46,1.633,
1970-06-19,35.37,1.653,
1970-06-22,35.4,1.641,
1970-06-23,35.4,1.65,
1970-06-24,35.45,1.636,
1970-06-25,35.62,1.629,
1970-06-26,35.45,1.627,
1970-06-29,35.48,1.625,
1970-06-30,35.51,1.607,
1970-07-01,35.5,1.624,3.31
1970-07-02,35.48,1.639,
1970-07-03,35.39,1.623,
1970-07-06,35.35,1.624,
1970-07-07,35.33,1.596,
1970-07-08,35.3,1.622,
1970-07-09,35.31,1.622,
1970-07-10,35.31,1.624,
1970-07-13,35.33,1.619,
1970-07-14,35.33,1.638,
1970-07-15,35.31,1.656,
1970-07-16,35.3,1.685,
1970-07-17,35.31,1.658,
1970-07-20,35.33,1.692,
1970-07-21,35.31,1.724,
1970-07-22,35.32,1.739,
1970-07-23,35.3,1.729,
1970-07-24,35.27,1.722,
1970-07-27,35.3,1.734,
1970-07-28,35.31,1.777,
1970-07-29,35.31,1.783,
1970-07-30,35.3,1.768,
1970-07-31,35.29,1.768,
1970-08-01,,,3.31
1970-08-03,35.3,1.783,
1970-08-04,35.31,1.761,
1970-08-05,35.33,1.776,
1970-08-06,35.3,1.748,
1970-08-07,35.3,1.736,
1970-08-10,35.3,1.758,
1970-08-11,35.25,1.727,
1970-08-12,35.25,1.743,
1970-08-13,35.27,1.765,
1970-08-14,35.25,1.757,
1970-08-17,35.25,1.786,
1970-08-18,35.25,1.814,
1970-08-19,35.25,1.839,
1970-08-20,35.27,1.818,
1970-08-21,35.33,1.81,
1970-08-24,35.5,1.841,
1970-08-25,35.59,1.855,
1970-08-26,35.6,1.865,
1970-08-27,35.87,1.843,
1970-08-28,35.77,1.837,
1970-09-01,35.85,1.847,3.31
1970-09-02,36.07,1.839,
1970-09-03,36.35,1.842,
1970-09-04,36.3,1.849,
1970-09-07,36.23,1.846,
1970-09-08,35.95,1.846,
1970-09-09,36.23,1.868,
1970-09-10,36.23,1.852,
1970-09-11,36.3,1.843,
1970-09-14,36.35,1.843,
1970-09-15,36.27,1.813,
1970-09-16,36.08,1.79,
1970-09-17,36.23,1.807,
1970-09-18,36.2,1.779,
1970-09-21,36.23,1.772,
1970-09-22,36.3,1.78,
1970-09-23,36.25,1.78,
1970-09-24,36.15,1.769,
1970-09-25,36.15,1.73,
1970-09-28,36.17,1.758,
1970-09-29,36.2,1.745,
1970-09-30,36.24,1.701,
1970-10-01,36.42,1.72,3.31
1970-10-02,36.27,1.73,
1970-10-05,36.52,1.73,
1970-10-06,36.92,1.706,
1970-10-07,36.83,1.748,
1970-10-08,36.73,1.765,
1970-10-09,36.79,1.745,
1970-10-12,37.25,1.745,
1970-10-13,37.36,1.745,
1970-10-14,37.45,1.718,
1970-10-15,37.63,1.744,
1970-10-16,37.56,1.747,
1970-10-19,37.66,1.738,
1970-10-20,37.87,1.717,
1970-10-21,38.0,1.732,
1970-10-22,37.85,1.728,
1970-10-23,38.2,1.731,
1970-10-26,39.15,1.791,
1970-10-27,39.19,1.799,
1970-10-28,38.7,1.792,
1970-10-29,38.4,1.767,
1970-10-30,37.4,1.783,
1970-11-01,,,3.31
1970-11-02,37.7,1.795,
1970-11-03,37.45,1.781,
1970-11-04,36.8,1.792,
1970-11-05,37.1,1.814,
1970-11-06,37.0,1.789,
1970-11-09,37.23,1.786,
1970-11-10,37.55,1.824,
1970-11-11,37.11,1.79,
1970-11-12,37.33,1.807,
1970-11-13,37.6,1.779,
1970-11-16,37.9,1.777,
1970-11-17,37.35,1.791,
1970-11-18,37.6,1.771,
1970-11-19,37.6,1.76,
1970-11-20,37.6,1.744,
1970-11-23,37.55,1.755,
1970-11-24,37.42,1.723,
1970-11-25,37.65,1.663,
1970-11-26,37.79,1.68,
1970-11-27,37.62,1.661,
1970-11-30,37.6,1.653,
1970-12-01,37.35,1.607,3.56
1970-12-02,37.58,1.651,
1970-12-03,37.58,1.641,
1970-12-04,37.55,1.651,
1970-12-07,37.5,1.64,
1970-12-08,37.4,1.628,
1970-12-09,37.23,1.596,
1970-12-10,36.98,1.579,
1970-12-11,37.19,1.604,
1970-12-14,37.2,1.628,
1970-12-15,37.36,1.638,
1970-12-16,37.71,1.613,
1970-12-17,37.64,1.593,
1970-12-18,37.65,1.648,
1970-12-21,37.62,1.651,
1970-12-22,37.65,1.667,
1970-12-23,37.55,1.63,
1970-12-24,37.4,1.641,
1970-12-28,37.34,1.64,
1970-12-29,37.33,1.651,
1970-12-30,37.38,1.636,
1970-12-31,37.38,1.633,
1971-01-01,,,3.56
1971-01-04,37.33,1.653,
1971-01-05,37.5,1.652,
1971-01-06,37.5,1.647,
1971-01-07,37.39,1.69,
1971-01-08,37.51,1.691,
1971-01-11,37.5,1.709,
1971-01-12,37.85,1.697,
1971-01-13,38.27,1.701,
1971-01-14,38.1,1.684,
1971-01-15,38.15,1.681,
1971-01-18,38.1,1.629,
1971-01-19,37.92,1.591,
1971-01-20,38.02,1.58,
1971-01-21,38.17,1.576,
1971-01-22,37.95,1.562,
1971-01-25,37.9,1.586,
1971-01-26,38.1,1.614,
1971-01-27,38.02,1.563,
1971-01-28,38.05,1.586,
1971-01-29,38.0,1.593,
1971-02-01,38.1,1.594,3.56
1971-02-02,38.35,1.609,
1971-02-03,38.7,1.62,
1971-02-04,38.48,1.617,
1971-02-05,38.45,1.605,
1971-02-08,38.5,1.613,
1971-02-09,38.73,1.581,
1971-02-10,38.85,1.578,
1971-02-11,38.88,1.594,
1971-02-12,39.05,1.59,
1971-02-15,38.9,1.584,
1971-02-16,38.95,1.584,
1971-02-17,38.9,1.592,
1971-02-18,38.85,1.596,
1971-02-19,38.78,1.601,
1971-02-22,38.75,1.604,
1971-02-23,38.8,1.597,
1971-02-24,38.77,1.588,
1971-02-25,38.75,1.575,
1971-02-26,38.79,1.587,
1971-03-01,38.75,1.599,3.56
1971-03-02,38.7,1.628,
1971-03-03,38.77,1.614,
1971-03-04,38.77,1.615,
1971-03-05,38.76,1.637,
1971-03-08,38.75,1.657,
1971-03-09,38.81,1.662,
1971-03-10,38.84,1.667,
1971-03-11,38.96,1.661,
1971-03-12,39.02,1.657,
1971-03-15,39.08,1.657,
1971-03-16,38.98,1.678,
1971-03-17,38.92,1.676,
1971-03-18,38.95,1.672,
1971-03-19,39.02,1.669,
1971-03-22,38.95,1.672,
1971-03-23,38.92,1.679,
1971-03-24,38.92,1.664,
1971-03-25,38.91,1.664,
1971-03-26,38.9,1.688,
1971-03-29,38.83,1.691,
1971-03-30,38.75,1.69,
1971-03-31,38.8,1.686,
1971-04-01,38.95,1.713,3.56
1971-04-02,38.83,1.711,
1971-04-05,38.9,1.739,
1971-04-06,38.9,1.727,
1971-04-07,38.92,1.735,
1971-04-08,38.95,1.754,
1971-04-13,38.9,1.747,
1971-04-14,38.9,1.728,
1971-04-15,38.89,1.734,
1971-04-16,38.93,1.71,
1971-04-19,38.95,1.71,
1971-04-20,38.95,1.725,
1971-04-21,38.91,1.74,
1971-04-22,38.98,1.737,
1971-04-23,39.09,1.722,
1971-04-26,39.0,1.722,
1971-04-27,38.91,1.672,
1971-04-28,39.15,1.689,
1971-04-29,39.42,1.703,
1971-04-30,39.6,1.689,
1971-05-01,,,3.56
1971-05-03,39.42,1.679,
1971-05-04,39.86,1.656,
1971-05-05,39.66,1.694,
1971-05-06,40.2,1.69,
1971-05-07,39.88,1.686,
1971-05-10,39.65,1.671,
1971-05-11,40.0,1.677,
1971-05-12,40.7,1.669,
1971-05-13,40.85,1.681,
1971-05-14,40.8,1.7,
1971-05-17,41.1,1.676,
